=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\packlist.txt === 
The Masters of Magic Mod
MoM scenario pack
1

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\SURROGATES.txt === 
mom surrogate register

Primary structured source: H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\tools\momjr_csv

Hidden surrogate-backed tile improvements retained only for compatibility:
- TILEIMP_ADVANCED_UNDERSEA_MINES: Stock deep-ocean production surrogate retained for compatibility only; hidden because MoMJR has no direct tile-improvement counterpart for this CTP2 lane.
- TILEIMP_AIR_BASES: Stock air-logistics tile improvement retained for compatibility only; hidden because MoMJR does not define an airbase tile-improvement lane.
- TILEIMP_AUTOMATED_FISHERIES: Stock ocean-food surrogate retained for compatibility only; hidden because MoMJR does not define this fisheries upgrade lane.
- TILEIMP_DRILLING_PLATFORM: Stock offshore-oil surrogate retained for compatibility only; hidden because MoMJR has no drilling-platform tile-improvement analogue.
- TILEIMP_FISHERIES: Stock fisheries surrogate retained for compatibility only; hidden because MoMJR does not define this tile-improvement lane.
- TILEIMP_LISTENING_POSTS: Stock detector tile improvement retained for compatibility only; hidden because MoMJR does not define this listening-post lane.
- TILEIMP_MAGLEV: Stock transport upgrade retained only as a hidden residue; MoMJR uses the remapped Enchanted Road lane instead.
- TILEIMP_MEGA_MINES: Stock late-industrial mining surrogate retained for compatibility only; hidden because MoMJR does not define this CTP2 mega-mine lane.
- TILEIMP_MEGA_UNDERSEA_MINES: Stock deep-ocean production surrogate retained for compatibility only; hidden because MoMJR has no mega undersea-mine tile-improvement analogue.
- TILEIMP_PORT: Stock ocean-port surrogate retained for compatibility only; hidden because MoMJR's Port is sourced from a city improvement rather than a tile-improvement lane.
- TILEIMP_RADAR_STATIONS: Stock detector tile improvement retained for compatibility only; hidden because MoMJR does not define this radar-station lane.
- TILEIMP_SONAR_BUOYS: Stock ocean-detector surrogate retained for compatibility only; hidden because MoMJR does not define this sonar-buoy lane.
- TILEIMP_UNDERSEA_MINES: Stock undersea-mine surrogate retained for compatibility only; hidden because MoMJR has no direct tile-improvement counterpart for this CTP2 lane.

Visible remaps:
- TILEIMP_RAILROAD: remapped to Enchanted Road and ADVANCE_GREATER_ENCHANTMENTS.

Dynamic logic donor references live under:
- H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\tools\slic_translation_artifacts

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\temp_descriptions.txt === 
DESCRIPTION_UNIT_CARAVAN	"junkstring_DESCRIPTION_UNIT_CARAVAN"
  Advance ADVANCE_ASTROLOGY
  Advance ADVANCE_ELDRITCH_LORE
  Advance ADVANCE_USER_DEF_TECH_A
  Advance ADVANCE_BRIDGE_BUILDING
  Advance ADVANCE_CEREMONIAL_BURIAL
  Advance ADVANCE_GREATER_FAUNA_LORE
  Advance ADVANCE_CHIVALRY
  Advance ADVANCE_CODE_OF_LAWS
  Advance ADVANCE_HEALING
  Advance ADVANCE_LESSER_ENCHANMENTS
  Advance ADVANCE_METAMORPHOSIS
  Advance ADVANCE_CONSTRUCTION
  Advance ADVANCE_PANTHEISM
  Advance ADVANCE_CURRENCY
  Advance ADVANCE_RUNE_LORE
  Advance ADVANCE_USER_DEF_TECH_C
  Advance ADVANCE_SEA_MASTERY
  Advance ADVANCE_SHAMANISM
  Advance ADVANCE_THAUMATURGY
  Advance ADVANCE_TACTICS
  Advance ADVANCE_WIZARDRY
  Advance ADVANCE_GLYPHS
  Advance ADVANCE_LIFE_MAGIC
  Advance ADVANCE_USER_DEF_TECH_B
  Advance ADVANCE_CHAOS_MAGIC
  Advance ADVANCE_SORCERY
  Advance ADVANCE_LIFE_LORE
  Advance ADVANCE_LIFE_ADEPT
  Advance ADVANCE_LIFE_MAGE
  Advance ADVANCE_HOLY_WARRIORS
  Advance ADVANCE_LITERACY
  Advance ADVANCE_LIFE_WIZARD
  Advance ADVANCE_LIFE_MASTER
  Advance ADVANCE_MAP_MAKING
  Advance ADVANCE_CHAOS_LORE
  Advance ADVANCE_MATHEMATICS
  Advance ADVANCE_CHAOS_ADEPT
  Advance ADVANCE_CHAOS_MAGE
  Advance ADVANCE_CHAOS_WIZARD
  Advance ADVANCE_CHAOS_MASTER
  Advance ADVANCE_MYSTICISM
  Advance ADVANCE_NAVIGATION
  Advance ADVANCE_GRAND_MASTERY
  Advance ADVANCE_SORCERY_MAGE
  Advance ADVANCE_SORCERY_WIZARD
  Advance ADVANCE_SORCERY_MASTER
  Advance ADVANCE_NATURE_LORE
  Advance ADVANCE_NATURE_ADEPT
  Advance ADVANCE_POTTERY
  Advance ADVANCE_NATURE_MAGE
  Advance ADVANCE_GREATER_ENCHANTMENTS
  Advance ADVANCE_NATURE_WIZARD
  Advance ADVANCE_NATURE_MASTER
  Advance ADVANCE_DEATH_LORE
  Advance ADVANCE_THE_REPUBLIC
  Advance ADVANCE_DEATH_ADEPT
  Advance ADVANCE_SANITATION
  Advance ADVANCE_SEAFARING
  Advance ADVANCE_DEATH_MAGE
  Advance ADVANCE_DEATH_WIZARD
  Advance ADVANCE_DEATH_MASTER
  Advance ADVANCE_LEADERSHIP
  Advance ADVANCE_SORCEROUS_LORE
  Advance ADVANCE_UNIVERSITY
  Advance ADVANCE_WARRIOR_CODE
  Advance ADVANCE_FUTURE_TECHNOLOGY
  Advance ADVANCE_FORCES_OF_NATURE
  Advance ADVANCE_DEATH_MAGIC
  Advance ADVANCE_SEA_LORE
  Advance ADVANCE_NATURE_MAGIC
  Advance ADVANCE_SORCERY_ADEPT
  Advance ADVANCE_ARTIFICING
  Advance ADVANCE_LESSER_FAUNA_LORE
  Advance ADVANCE_PYROTECHNICS
  Advance ADVANCE_OCCULT_STUDIES
  Advance ADVANCE_ENGINEERING
  Advance ADVANCE_ASTRONOMY
  Advance ADVANCE_COMMUNE_WITH_GODS
  Advance ADVANCE_INVENTION
}

## 5 #########################################################
ADVANCE_LIST_MILITARIST {
  Advance ADVANCE_BRONZE_WORKING
  Advance ADVANCE_WRITING
  Advance ADVANCE_TRADE
  Advance ADVANCE_PHILOSOPHY
  Advance ADVANCE_MONARCHY
  Advance ADVANCE_MASONRY
  Advance ADVANCE_FEUDALISM
  Advance ADVANCE_ALCHEMY
  Advance ADVANCE_THEOLOGY
  Advance ADVANCE_IRON_WORKING
  Advance ADVANCE_BANKING
  Advance ADVANCE_ECONOMICS
  Advance ADVANCE_ALPHABET
  Advance ADVANCE_ANIMISM
  Advance ADVANCE_ASTROLOGY
  Advance ADVANCE_ELDRITCH_LORE
  Advance ADVANCE_USER_DEF_TECH_A
  Advance ADVANCE_BRIDGE_BUILDING
  Advance ADVANCE_CEREMONIAL_BURIAL
  Advance ADVANCE_GREATER_FAUNA_LORE
  Advance ADVANCE_CHIVALRY
  Advance ADVANCE_CODE_OF_LAWS
  Advance ADVANCE_HEALING
  Advance ADVANCE_LESSER_ENCHANMENTS
  Advance ADVANCE_METAMORPHOSIS
  Advance ADVANCE_CONSTRUCTION
  Advance ADVANCE_PANTHEISM
  Advance ADVANCE_CURRENCY
  Advance ADVANCE_RUNE_LORE
  Advance ADVANCE_USER_DEF_TECH_C
  Advance ADVANCE_SEA_MASTERY
  Advance ADVANCE_SHAMANISM
  Advance ADVANCE_THAUMATURGY
  Advance ADVANCE_TACTICS
  Advance ADVANCE_WIZARDRY
  Advance ADVANCE_GLYPHS
  Advance ADVANCE_LIFE_MAGIC
  Advance ADVANCE_USER_DEF_TECH_B
  Advance ADVANCE_CHAOS_MAGIC
  Advance ADVANCE_SORCERY
  Advance ADVANCE_LIFE_LORE
  Advance ADVANCE_LIFE_ADEPT
  Advance ADVANCE_LIFE_MAGE
  Advance ADVANCE_HOLY_WARRIORS
  Advance ADVANCE_LITERACY
  Advance ADVANCE_LIFE_WIZARD
  Advance ADVANCE_LIFE_MASTER
  Advance ADVANCE_MAP_MAKING
  Advance ADVANCE_CHAOS_LORE
  Advance ADVANCE_MATHEMATICS
  Advance ADVANCE_CHAOS_ADEPT
  Advance ADVANCE_CHAOS_MAGE
  Advance ADVANCE_CHAOS_WIZARD
  Advance ADVANCE_CHAOS_MASTER
  Advance ADVANCE_MYSTICISM
  Advance ADVANCE_NAVIGATION
  Advance ADVANCE_GRAND_MASTERY
  Advance ADVANCE_SORCERY_MAGE
  Advance ADVANCE_SORCERY_WIZARD
  Advance ADVANCE_SORCERY_MASTER
  Advance ADVANCE_NATURE_LORE
  Advance ADVANCE_NATURE_ADEPT
  Advance ADVANCE_POTTERY
  Advance ADVANCE_NATURE_MAGE
  Advance ADVANCE_GREATER_ENCHANTMENTS
  Advance ADVANCE_NATURE_WIZARD
  Advance ADVANCE_NATURE_MASTER
  Advance ADVANCE_DEATH_LORE
  Advance ADVANCE_THE_REPUBLIC
  Advance ADVANCE_DEATH_ADEPT
  Advance ADVANCE_SANITATION
  Advance ADVANCE_SEAFARING
  Advance ADVANCE_DEATH_MAGE
  Advance ADVANCE_DEATH_WIZARD
  Advance ADVANCE_DEATH_MASTER
  Advance ADVANCE_LEADERSHIP
  Advance ADVANCE_SORCEROUS_LORE
  Advance ADVANCE_UNIVERSITY
  Advance ADVANCE_WARRIOR_CODE
  Advance ADVANCE_FUTURE_TECHNOLOGY
  Advance ADVANCE_FORCES_OF_NATURE
  Advance ADVANCE_DEATH_MAGIC
  Advance ADVANCE_SEA_LORE
  Advance ADVANCE_NATURE_MAGIC
  Advance ADVANCE_SORCERY_ADEPT
  Advance ADVANCE_ARTIFICING
  Advance ADVANCE_LESSER_FAUNA_LORE
  Advance ADVANCE_PYROTECHNICS
  Advance ADVANCE_OCCULT_STUDIES
  Advance ADVANCE_ENGINEERING
  Advance ADVANCE_ASTRONOMY
  Advance ADVANCE_COMMUNE_WITH_GODS
  Advance ADVANCE_INVENTION
}

## 6 #########################################################
ADVANCE_LIST_SCIENTIST {
  Advance ADVANCE_BRONZE_WORKING
  Advance ADVANCE_WRITING
  Advance ADVANCE_TRADE
  Advance ADVANCE_PHILOSOPHY
  Advance ADVANCE_MONARCHY
  Advance ADVANCE_MASONRY
  Advance ADVANCE_FEUDALISM
  Advance ADVANCE_ALCHEMY
  Advance ADVANCE_THEOLOGY
  Advance ADVANCE_IRON_WORKING
  Advance ADVANCE_BANKING
  Advance ADVANCE_ECONOMICS
  Advance ADVANCE_ALPHABET
  Advance ADVANCE_ANIMISM
  Advance ADVANCE_ASTROLOGY
  Advance ADVANCE_ELDRITCH_LORE
  Advance ADVANCE_USER_DEF_TECH_A
  Advance ADVANCE_BRIDGE_BUILDING
  Advance ADVANCE_CEREMONIAL_BURIAL
  Advance ADVANCE_GREATER_FAUNA_LORE
  Advance ADVANCE_CHIVALRY
  Advance ADVANCE_CODE_OF_LAWS
  Advance ADVANCE_HEALING
  Advance ADVANCE_LESSER_ENCHANMENTS
  Advance ADVANCE_METAMORPHOSIS
  Advance ADVANCE_CONSTRUCTION
  Advance ADVANCE_PANTHEISM
  Advance ADVANCE_CURRENCY
  Advance ADVANCE_RUNE_LORE
  Advance ADVANCE_USER_DEF_TECH_C
  Advance ADVANCE_SEA_MASTERY
  Advance ADVANCE_SHAMANISM
  Advance ADVANCE_THAUMATURGY
  Advance ADVANCE_TACTICS
  Advance ADVANCE_WIZARDRY
  Advance ADVANCE_GLYPHS
  Advance ADVANCE_LIFE_MAGIC
  Advance ADVANCE_USER_DEF_TECH_B
  Advance ADVANCE_CHAOS_MAGIC
  Advance ADVANCE_SORCERY
  Advance ADVANCE_LIFE_LORE
  Advance ADVANCE_LIFE_ADEPT
  Advance ADVANCE_LIFE_MAGE
  Advance ADVANCE_HOLY_WARRIORS
  Advance ADVANCE_LITERACY
  Advance ADVANCE_LIFE_WIZARD
  Advance ADVANCE_LIFE_MASTER
  Advance ADVANCE_MAP_MAKING
  Advance ADVANCE_CHAOS_LORE
  Advance ADVANCE_MATHEMATICS
  Advance ADVANCE_CHAOS_ADEPT
  Advance ADVANCE_CHAOS_MAGE
  Advance ADVANCE_CHAOS_WIZARD
  Advance ADVANCE_CHAOS_MASTER
  Advance ADVANCE_MYSTICISM
  Advance ADVANCE_NAVIGATION
  Advance ADVANCE_GRAND_MASTERY
  Advance ADVANCE_SORCERY_MAGE
  Advance ADVANCE_SORCERY_WIZARD
  Advance ADVANCE_SORCERY_MASTER
  Advance ADVANCE_NATURE_LORE
  Advance ADVANCE_NATURE_ADEPT
  Advance ADVANCE_POTTERY
  Advance ADVANCE_NATURE_MAGE
  Advance ADVANCE_GREATER_ENCHANTMENTS
  Advance ADVANCE_NATURE_WIZARD
  Advance ADVANCE_NATURE_MASTER
  Advance ADVANCE_DEATH_LORE
  Advance ADVANCE_THE_REPUBLIC
  Advance ADVANCE_DEATH_ADEPT
  Advance ADVANCE_SANITATION
  Advance ADVANCE_SEAFARING
  Advance ADVANCE_DEATH_MAGE
  Advance ADVANCE_DEATH_WIZARD
  Advance ADVANCE_DEATH_MASTER
  Advance ADVANCE_LEADERSHIP
  Advance ADVANCE_SORCEROUS_LORE
  Advance ADVANCE_UNIVERSITY
  Advance ADVANCE_WARRIOR_CODE
  Advance ADVANCE_FUTURE_TECHNOLOGY
  Advance ADVANCE_FORCES_OF_NATURE
  Advance ADVANCE_DEATH_MAGIC
  Advance ADVANCE_SEA_LORE
  Advance ADVANCE_NATURE_MAGIC
  Advance ADVANCE_SORCERY_ADEPT
  Advance ADVANCE_ARTIFICING
  Advance ADVANCE_LESSER_FAUNA_LORE
  Advance ADVANCE_PYROTECHNICS
  Advance ADVANCE_OCCULT_STUDIES
  Advance ADVANCE_ENGINEERING
  Advance ADVANCE_ASTRONOMY
  Advance ADVANCE_COMMUNE_WITH_GODS
  Advance ADVANCE_INVENTION
}

## 7 #########################################################
ADVANCE_LIST_STOP_RESEARCH {
  Advance ADVANCE_THEOLOGY
}

### ALL ADVANCES DONE ###

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\scen0000\default\aidata\BuildingBuildLists.txt === 
#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : Text file
# Description  : The build build lists for the AIs and mayors
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# MoM scenario override â€” do not edit ctp2_data version for scenario changes.
# Sync this file whenever a building is removed from buildings.txt.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Added build lists for small cities and for cities at their maximum size. (20-Aug-2009 Martin GÃ¼hmann)
# - Added a build list for the end game. (16-Feb-2019 Martin GÃ¼hmann)
# - Removed IMPROVE_THEATER (culled from MoM scenario, 2025)
#
#----------------------------------------------------------------------------

# 11

##  0 ##########################################################

BUILDING_BUILD_LIST_HAPPINESS {
}

##  1 ##########################################################

BUILDING_BUILD_LIST_GROWTH {
}

##  2 ##########################################################

BUILDING_BUILD_LIST_PRODUCTION {
}

##  3 ##########################################################

BUILDING_BUILD_LIST_OFFENSE {
}

##  4 ##########################################################

BUILDING_BUILD_LIST_DEFENSE {
}

##  5 ##########################################################

BUILDING_BUILD_LIST_SCIENCE {
}

##  6 ##########################################################

BUILDING_BUILD_LIST_GOLD {
}

##  7 ##########################################################

BUILDING_BUILD_LIST_SMALL_CITIES {
}

##  8 ##########################################################

BUILDING_BUILD_LIST_MAXIUM_SIZED_CITIES {
}

##  9 ##########################################################

BUILDING_BUILD_LIST_DIRTY_CITIES {
}

## 10 ##########################################################

BUILDING_BUILD_LIST_SMALL_CITIES_MILITARIST_STOP
{
}

## 11 ##########################################################

BUILDING_BUILD_LIST_MISC {
}

## 12 ##########################################################

BUILDING_BUILD_LIST_ENDGAME {
}

### ALL BUILDINGS DONE ###

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\scen0000\default\aidata\Goals.txt === 
#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : Text file
# Description  : The data for goals
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Decreased NotVisibleBonus visible bonus for GOAL_ATTACK and
#   GOAL_HARASS. (13-Aug-2008 Martin Gühmann)
# - Added an InVisionRangeBonus for GOAL_ENSLAVE_SETTLER. (06-Sep-2008 Martin Gühmann)
#
#----------------------------------------------------------------------------

# 53

// Any changes made to the order, additions or subractions to this
// file should be reflected in the strategies.txt file!!

## 0 ##########################################################

GOAL_DEFEND {
  ExecuteIncrementally
  UnGroupFirst

  SquadClass:CanAttack
  SquadClass:CanDefend

  TargetType:City
  TargetOwner:Self

  Execute   ORDER_MOVE

  ThreatBonus            2000
  EnemyValueBonus           0
  AlliedValueBonus       1000
  PowerBonus             -100
  DistanceToHomeBonus     100
  DistanceToEnemyBonus    -10
  InHomeTerritoryBonus      0
  NoOwnerTerritoryBonus     0
  InEnemyTerritoryBonus     0
  WoundedArmyBonus      10000
  NotVisibleBonus           0
  ChokePointBonus         250
  UnexploredBonus     -999999
  ObsoleteArmyBonus      -500
  TreaspassingArmyBonus     0
  GarrisonBonus         10000

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Defensive
}

## 1 ##########################################################

GOAL_SEIGE {
  RallyFirst
  NeverSatisfied
  IsGlobalGoal

  SquadClass:CanAttack
  SquadClass:CanDefend
  SquadClass:HasZoc
  SquadClass:CanCaptureCity
  
  TargetType:City
  TargetOwner:HotEnemy

  Execute   ORDER_ATTACK

  ThreatBonus            -500
  EnemyValueBonus        -250
  AlliedValueBonus       1000
  PowerBonus              500
  DistanceToHomeBonus     -20
  DistanceToEnemyBonus     10
  InHomeTerritoryBonus      0
  NoOwnerTerritoryBonus     0
  InEnemyTerritoryBonus     0
  WoundedArmyBonus     -10000
  NotVisibleBonus           0
  ChokePointBonus           0 // Choke points are not well selected, so they are irrelevant
  UnexploredBonus     -999999
  ObsoleteArmyBonus       100
  TreaspassingArmyBonus     0

  ConnectionBoni
  {
    LandToCloseCityConnectionBonus 1000
    CloseCityConnectionBonus        500
    SmallTargetEmpireSize             3
    SmallTargetEmpireBonus          500
    WeakestEnemyBonus              1000
  }

  ThreatenType:DestroyCity
  ThreatenBonus 5000

  ForceMatch:Offensive

}

## 2 ##########################################################

GOAL_ATTACK {
  RallyFirst

  SquadClass:CanAttack

  TargetType:AttackUnit
  TargetType:SpecialUnit
  TargetOwner:HotEnemy

  Execute   ORDER_ATTACK

  ThreatBonus               100
  EnemyValueBonus          -250
  AlliedValueBonus         1500
  PowerBonus                500
  DistanceToHomeBonus         0
  DistanceToEnemyBonus        0
  InHomeTerritoryBonus    10000
  NoOwnerTerritoryBonus -200000
  InEnemyTerritoryBonus -200000
  WoundedArmyBonus       -10000
  NotVisibleBonus       -500000
  ChokePointBonus           250
  UnexploredBonus       -999999
  ObsoleteArmyBonus         100
  TreaspassingArmyBonus       0
  InVisionRangeBonus     200000

  ThreatenType:DestroyCity
  ThreatenBonus 5000

  ForceMatch:Offensive

}

## 3 ##########################################################

GOAL_HARASS {
  RallyFirst

  SquadClass:CanAttack

  TargetType:AttackUnit
  TargetType:SpecialUnit
  TargetOwner:HotEnemy

  Execute   ORDER_ATTACK

  ThreatBonus             100
  EnemyValueBonus        -500
  AlliedValueBonus       1500
  PowerBonus              500
  DistanceToHomeBonus     -10
  DistanceToEnemyBonus      0
  InHomeTerritoryBonus   1000
  NoOwnerTerritoryBonus     0
  InEnemyTerritoryBonus     0
  WoundedArmyBonus     -10000
  NotVisibleBonus     -500000
  ChokePointBonus          50
  UnexploredBonus     -999999
  ObsoleteArmyBonus       100
  TreaspassingArmyBonus     0

  ThreatenType:DestroyCity
  ThreatenBonus 5000

  ForceMatch:Harass

}

## 4 ##########################################################

GOAL_SETTLE_LAND {
  NeedsEscort

  SquadClass:Special

  TargetType:SettleLand
  TargetOwner:Self
  TargetOwner:NoContact

  Execute   ORDER_SETTLE

  ThreatBonus            -100
  EnemyValueBonus        -100
  AlliedValueBonus        100
  PowerBonus              100
  DistanceToHomeBonus     -50
  DistanceToEnemyBonus     -2
  InHomeTerritoryBonus      0
  NoOwnerTerritoryBonus     0
  InEnemyTerritoryBonus     0
  WoundedArmyBonus          0
  NotVisibleBonus           0
  ChokePointBonus         100
  UnexploredBonus        -100
  ObsoleteArmyBonus         0
  TreaspassingArmyBonus     0

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Special
}

## 5 ##########################################################

GOAL_SETTLE_SEA {
  NeedsEscort

  SquadClass:Special

  TargetType:SettleSea
  TargetOwner:Self
  TargetOwner:NoContact

  Execute   ORDER_SETTLE

  ThreatBonus            -100
  EnemyValueBonus        -100
  AlliedValueBonus        100
  PowerBonus              100
  DistanceToHomeBonus     -50
  DistanceToEnemyBonus     -2
  InHomeTerritoryBonus      0
  NoOwnerTerritoryBonus     0
  InEnemyTerritoryBonus     0
  WoundedArmyBonus          0
  NotVisibleBonus           0
  ChokePointBonus         100
  UnexploredBonus        -100
  ObsoleteArmyBonus         0
  TreaspassingArmyBonus     0

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Special
}

## 6 ##########################################################

GOAL_SETTLE_IN_CITY {
  NeedsEscort
  HasTransportersOrNoCoastalCities

  SquadClass:Special

  TargetType:City
  TargetOwner:Self

  Execute   ORDER_SETTLE_IN_CITY

  ThreatBonus               0
  EnemyValueBonus           0
  AlliedValueBonus          0
  PowerBonus                0
  DistanceToHomeBonus       0
  DistanceToEnemyBonus      0
  InHomeTerritoryBonus      0
  NoOwnerTerritoryBonus     0
  InEnemyTerritoryBonus     0
  WoundedArmyBonus          0
  NotVisibleBonus           0
  ChokePointBonus           0
  UnexploredBonus           0
  ObsoleteArmyBonus         0
  TreaspassingArmyBonus     0
  SmallCitySizeBonus   100000

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Special
}

## 7 ##########################################################

GOAL_EXPLORE {
  UnGroupFirst

  SquadClass:CanExplore

  TargetType:Unexplored
  TargetOwner:Self
  TargetOwner:Ally
  TargetOwner:HotEnemy
  TargetOwner:ColdEnemy
  TargetOwner:NoContact

  Execute   ORDER_MOVE

  // Try to explore away from home, but close
  // to enemies/foreigners.
  ThreatBonus                0
  EnemyValueBonus            0
  AlliedValueBonus           0
  PowerBonus                 0
  DistanceToHomeBonus      -10
  DistanceToEnemyBonus       0
  InHomeTerritoryBonus    1000
  NoOwnerTerritoryBonus    100
  InEnemyTerritoryBonus   -100
  WoundedArmyBonus        -100
  NotVisibleBonus         1000
  ChokePointBonus           10
  UnexploredBonus         1000
  ObsoleteArmyBonus         10
  TreaspassingArmyBonus -10000

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Special
}

## 8 ##########################################################

GOAL_STEALTH_EXPLORE {
  UnGroupFirst
  
  SquadClass:Stealth
  SquadClass:CanExplore
  
  TargetType:Unexplored
  TargetOwner:HotEnemy
  TargetOwner:ColdEnemy
  TargetOwner:NoContact
  TargetOwner:Ally
  TargetOwner:Neutral


  Execute   ORDER_MOVE

  // Try to explore away from home, but close
  // to enemies/foreigners.
  ThreatBonus               0
  EnemyValueBonus           0
  AlliedValueBonus          0
  PowerBonus                0
  DistanceToHomeBonus     100
  DistanceToEnemyBonus     10
  InHomeTerritoryBonus   1000
  NoOwnerTerritoryBonus  1000
  InEnemyTerritoryBonus  1000
  WoundedArmyBonus          0
  NotVisibleBonus        1000
  ChokePointBonus          10
  UnexploredBonus        1000
  ObsoleteArmyBonus        10
  TreaspassingArmyBonus   100

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Special
}

## 9 ##########################################################

GOAL_ENSLAVE_SETTLER {
  UnGroupFirst

  SquadClass:Special
  SquadClass:Stealth

  TargetType:SpecialUnit
  TargetOwner:HotEnemy
  TargetOwner:ColdEnemy
  TargetOwner:NoContact

  Execute   ORDER_ENSLAVE_SETTLER

  ThreatBonus               0
  EnemyValueBonus         100
  AlliedValueBonus        100
  PowerBonus              100
  DistanceToHomeBonus      -1
  DistanceToEnemyBonus     -1
  InHomeTerritoryBonus  10000
  NoOwnerTerritoryBonus  5000
  InEnemyTerritoryBonus -1000
  WoundedArmyBonus          0
  NotVisibleBonus       -1000
  ChokePointBonus         100
  UnexploredBonus     -999999
  ObsoleteArmyBonus         0
  TreaspassingArmyBonus     0
  InVisionRangeBonus   500000

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Special
}

## 10 ##########################################################

GOAL_SLAVE_RAID {
  UnGroupFirst
  AvoidWatchfulCity

  SquadClass:Special
  SquadClass:Stealth

  TargetType:City
  TargetOwner:HotEnemy
  TargetOwner:ColdEnemy
  TargetOwner:NoContact

  Execute   ORDER_SLAVE_RAID

  ThreatBonus                 0
  EnemyValueBonus           100
  AlliedValueBonus          100
  PowerBonus                100
  DistanceToHomeBonus         0
  DistanceToEnemyBonus        0
  InHomeTerritoryBonus        0
  NoOwnerTerritoryBonus       0
  InEnemyTerritoryBonus       0
  WoundedArmyBonus            0
  NotVisibleBonus             0
  ChokePointBonus           100
  UnexploredBonus         10000
  ObsoleteArmyBonus           0
  TreaspassingArmyBonus       0
  SlaveryProtectionBonus  -1000

  ThreatenType:SpecialAttackCity
  ThreatenBonus 5000

  ForceMatch:Special
}

## 11 ##########################################################

GOAL_CHOKEPOINT {
  RallyFirst

  SquadClass:CanAttack
  SquadClass:CanDefend
  SquadClass:HasZoc

  TargetType:ChokePoint
  TargetOwner:Self

  Execute   ORDER_MOVE

  ThreatBonus             100
  EnemyValueBonus           0
  AlliedValueBonus          0
  PowerBonus                0
  DistanceToHomeBonus    -100 
  DistanceToEnemyBonus     -1
  InHomeTerritoryBonus      0
  NoOwnerTerritoryBonus  1000
  InEnemyTerritoryBonus     0
  WoundedArmyBonus          0
  NotVisibleBonus         100
  ChokePointBonus           0
  UnexploredBonus     -999999
  ObsoleteArmyBonus       -50
  TreaspassingArmyBonus   500

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Defensive
}

## 12 ##########################################################

GOAL_PATROL {
  NoTransport

  SquadClass:CanAttack
  SquadClass:CanDefend
  SquadClass:HasZoc

  TargetType:Improvement
  TargetType:Border
  TargetOwner:Self

  Execute   ORDER_MOVE

  ThreatBonus             100
  EnemyValueBonus         100
  AlliedValueBonus        100
  PowerBonus             -100
  DistanceToHomeBonus       0
  DistanceToEnemyBonus      0
  InHomeTerritoryBonus      0
  NoOwnerTerritoryBonus     0
  InEnemyTerritoryBonus     0
  WoundedArmyBonus          0
  NotVisibleBonus           0
  ChokePointBonus         100
  UnexploredBonus     -999999
  ObsoleteArmyBonus        10
  TreaspassingArmyBonus   500

  ThreatenType:None
  ThreatenBonus 0

  ForceMatch:Defensive
}

## 13 ##########################################################

GOAL_CONVERT_CITY {
  UnGroupFirst
  AvoidWatchfulCity

  SquadClass:Special
  SquadClass:Stealth

  TargetType:City
  TargetOwner:ColdEnemy
  TargetOwner:HotEnemy
  TargetOwner:NoContact

  Execute   ORDER_CONVERT

  ThreatBonus             -50
  EnemyValueBonus         100
  AlliedValueBonus          0
  PowerBonus                0
  DistanceToHomeBonus       0
  DistanceToEnemyBonus      0
  InHomeTerritoryBonus      0
  NoOwnerTerritoryBonus     0
  InEnemyTerritoryBonus     0
  WoundedArmyBonus          0
  NotVisibleBonus           0
  ChokePointBonus           0
  UnexploredBonus     -999999
  ObsoleteArmyBonus         0
  TreaspassingArmyBonus     0

